smiles,total_score,Tanimoto ROCS sim,ADV,PostDock Tanimoto ROCS sim,raw_ADV,valid
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(=O)NCCCCCOc3ccccc3[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.7806283,0.23843828,0.864547,0.6967096,-8.22,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(=O)NCCCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9860525,0.20484523,0.99155563,0.98054934,-13.279,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(=O)NCCCOCCOCCCOCCCCOCCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.0659675,0.20684732,8.6240754e-05,0.13184875,11.257,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(=O)NCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9790493,0.18593945,0.9986598,0.9594389,-16.489,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(=O)NCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9797096,0.21601002,0.99863493,0.9607844,-16.457,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(=O)NCCOCCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9847031,0.21914165,0.98486865,0.9845376,-12.254,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(=O)NCCOCCOCCCOCCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.95173615,0.22278771,0.959804,0.9436683,-10.512,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(=O)NCCOCCOCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.98189133,0.23463328,0.9833295,0.9804532,-12.083,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(=O)NCCOCCOCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.21485394,0.2302498,0.34262195,0.08708592,-3.868,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(=O)NCCOCCOCCOCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.65593165,0.20931433,0.31855318,0.9933101,-3.679,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(=O)NCCOCCOCCOCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.40441543,0.25228626,0.49064684,0.318184,-4.935,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(=O)OCOCCOCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9831493,0.21647342,0.98246855,0.98383,-11.994,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(=O)Oc3ccc(C[100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.97891164,0.35269293,0.99180263,0.9660206,-13.331,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(C#N)=Cc3ccc([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.98130786,0.22678022,0.9955223,0.96709335,-14.388,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(C(C)C)N3CC(c4ccccc4)c4ccc([100NH][100C](=O)N5CCCC(n6nc(-c7ccc(Oc8ccc(F)cc8F)cc7)c(C(N)=O)c6N)C5)cc43)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.97569656,0.30004105,0.99460304,0.95679003,-14.062,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(C)(C)C(=O)NCCCOCc3ccc4ccc([100O][100C](=O)N5CCCC(n6nc(-c7ccc(Oc8ccc(F)cc8F)cc7)c(C(N)=O)c6N)C5)cc4c3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.82350314,0.24573122,0.74110234,0.905904,-6.827,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(C)(C)C(OC)C(=O)N3CC=CC3C(=O)NC(C[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)C(=O)OCC(C)(C)C)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.44144493,0.31966278,0.37545815,0.5074317,-4.116,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(C)(C)C[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.4991673,0.20059043,0.9983346,0.0,-16.111,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(C)(C)COc3ccc([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.98590106,0.20933124,0.9949092,0.9768929,-14.164,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(C)(C)NC(=O)C[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9780718,0.19004557,0.99872595,0.95741767,-16.577,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(C)(C)NC(=O)COCCOCCOCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.83929473,0.22117783,0.8797441,0.79884535,-8.457,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(C)(C)NC(=O)c3cccc(C(=O)NCCOCCOCCOCCOCCOCCOCC[100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)c3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.8888498,0.24723718,0.82310843,0.95459116,-7.671,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(C)(C)NCCOCCOCCOCCOCCOCCOCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.4965603,0.28000802,1.10917484e-10,0.9931206,34.82,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(C)(C)S(=O)(=O)OCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9783337,0.21576196,0.9867126,0.9699549,-12.483,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(C)(F)COCCOCCOCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.15598366,0.17394444,0.3119673,0.0,-3.626,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(C)(O)CNCCCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9869534,0.20159826,0.9879501,0.9859566,-12.655,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(C)=NOCCOCCCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.93566823,0.2319469,0.9659623,0.90537417,-10.812,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(C)C(=O)NCCOCCOCCOCCOCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.49653456,0.24911445,1.3827702e-13,0.9930691,46.437,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(C)NC(=O)C([100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)C(C)C)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.92917573,0.25850123,0.9919602,0.8663913,-13.365,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(C)NC(=O)C[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9798988,0.30962834,0.9987513,0.96104634,-16.612,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(C)NC(=O)COCCOCCOCCCC(C)(C)C(=O)NCCOCCCOCCOCCOCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.49661985,0.29379255,0.0010940183,0.99214566,6.842,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(C)NCCCOCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.96022725,0.1926016,0.9652164,0.95523804,-10.773,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(C)NCCOCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9684304,0.21600786,0.97762954,0.9592313,-11.562,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(C)NCCOCCOCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9460604,0.20350717,0.89869887,0.9934219,-8.792,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(C)OCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.97796607,0.18070482,0.9986096,0.95732254,-16.425,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(C)OCCOCCOCCOCCOCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.43944806,0.22206447,0.61136025,0.26753587,-5.787,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(C)Oc3ccc(CC[100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9826413,0.24177024,0.9914147,0.97386783,-13.25,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(C)Oc3ccc(C[100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.98561007,0.21041118,0.9937622,0.97745794,-13.809,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(C)Oc3ccc([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.97628254,0.29585335,0.99390334,0.95866174,-13.849,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(CC(C)C)N3C(=O)c4ccc([100NH][100C](=O)N5CCCC(n6nc(-c7ccc(Oc8ccc(F)cc8F)cc7)c(C(N)=O)c6N)C5)cc4C3=O)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9788258,0.29208407,0.99288946,0.9647621,-13.58,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)COCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.8050143,0.23873381,0.7652716,0.844757,-7.053,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(CCCCN)NC(=O)C[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.97782516,0.35069653,0.9963657,0.95928454,-14.752,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(CCCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)NC(=O)OC(C)(C)C)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.96797645,0.22262691,0.97966117,0.9562917,-11.731,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(CCCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)NC(=O)OC)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9843857,0.22538437,0.99306214,0.97570926,-13.623,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(CNCc3cccc(COCC[100O][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)c3)NC(=N)NCCCN)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.16271764,0.23634018,0.023492306,0.30194297,1.475,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(CO)NC(=O)C[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.97128624,0.2798556,0.9975931,0.94497937,-15.47,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(COCCOCCOCCOCCCCNC(=O)COCCCOCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)OC)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.02749235,0.24010688,0.0021493915,0.052835308,5.667,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(COCc3cccc(C[100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)c3)OCc3ccccc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.73441386,0.18143137,0.616953,0.85187477,-5.828,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(COc3ccc([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)OC)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.97181606,0.22607458,0.98840725,0.9552248,-12.723,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(Cc3cccc(OC)c3)NCCCCCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.97812015,0.30040133,0.9834236,0.9728167,-12.093,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(Cc3cccc4ccccc34)NC(=O)CCCCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.98289347,0.21835695,0.98590434,0.97988254,-12.379,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(Cc3ccccc3)NC(=O)CCCCCNC(=O)C([100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)C(N)=O)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.0019701775,0.23431294,0.003940355,0.0,4.611,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(Cc3ccccc3)NC(=O)COCc3nc(N)c(C)nc3C[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.877655,0.2853695,0.9712697,0.7840404,-11.116,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(Cc3ccccc3)NC(=O)COc3ccc([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9675085,0.27584544,0.98545754,0.94955945,-12.324,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(N)C(=O)NCCOCCOCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.01826251,0.28634012,0.03652502,0.0,0.685,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(N)CCCC(=O)NCc3cccc(OCCCC[100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)c3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.95016026,0.24189256,0.9687248,0.93159574,-10.964,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(N)CCCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9837571,0.16900437,0.993273,0.97424114,-13.677,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(N)CNCCc3ccc([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9718838,0.17962278,0.9862208,0.95754683,-12.419,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(NC(=O)C(C)[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)C(C)(C)C)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9689194,0.27043745,0.9981647,0.93967414,-15.942,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(NC(=O)C(C)NCCOCCOCCOCCOCCOCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)C(C)C)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.496673,0.15949324,7.8523566e-14,0.993346,47.42,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(NC(=O)CCCCCCCCCCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)C(C)C)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9158541,0.2673931,0.9182978,0.9134104,-9.203,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(NC(=O)CCCOCCOCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)C(C)C)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.49665228,0.25559804,9.4460445e-15,0.99330455,51.099,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(NC(=O)CCCOCCOCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)C(C)O)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,1.9185362e-17,0.28745252,3.8370725e-17,0.0,60.664,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(NC(=O)CCCOCCOCCOCCOCCOCCOCCO[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)C(N)=O)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.07998408,0.300001,0.15981728,0.00015087315,-2.117,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(NC(=O)Cn3cc(C)c(C)cc3=NC(=O)c3cccc([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)c3)C(C)C)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.5969858,0.1930998,0.67339647,0.5205751,-6.257,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(NC(=O)[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)C(C)C)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.49923033,0.1217101,0.99846065,0.0,-16.248,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(NC(=O)OC)c3ccc([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9762279,0.2772409,0.99777013,0.95468557,-15.603,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(NC(C)=O)C(=O)NCCOCCOCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.8244492,0.22671519,0.9272711,0.7216272,-9.422,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(NC(C)=O)C(=O)NCCOCCOCCOCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.02405052,0.20760924,0.001545533,0.046555508,6.241,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(NC(C)=O)c3ccc([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9733706,0.30384293,0.99817526,0.94856596,-15.952,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(NCCOCCOCC[100O][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)C(O)c3cccc([N+](=O)[O-])c3)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9436271,0.21435435,0.9218531,0.9654011,-9.287,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(NCNC(=O)c3ccc([100NH][100C](=O)N4CCCC(n5nc(-c6ccc(Oc7ccc(F)cc7F)cc6)c(C(N)=O)c5N)C4)cc3)C(C)C)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.97821593,0.32446995,0.9901609,0.96627104,-13.011,1
CNC(C)C(=O)NC(C(=O)N1Cc2cc([101O][101C](=O)C(NOCCOCC[100NH][100C](=O)N3CCCC(n4nc(-c5ccc(Oc6ccc(F)cc6F)cc5)c(C(N)=O)c4N)C3)C(C)C)ccc2CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,0.9704272,0.21491437,0.97761697,0.96323746,-11.561,1
